customer_id,first_name,last_name,sum,,For 1A
75,Tammy,Sanders,149.61,,
76,Irene,Price,74.79,,
77,Jane,Bennett,85.77,,
78,Lori,Wood,141.69,,
79,Rachel,Barnes,73.81,,
80,Marilyn,Ross,137.7,,
81,Andrea,Henderson,92.79,,
82,Kathryn,Coleman,118.76,,
83,Louise,Jenkins,96.78,,
84,Sara,Perry,128.7,,
85,Anne,Powell,72.79,,
86,Jacqueline,Long,146.68,,
87,Wanda,Patterson,137.72,,
88,Bonnie,Hughes,84.8,,
89,Julia,Flores,124.71,,
90,Ruby,Washington,110.72,,
91,Lois,Butler,107.66,,
92,Tina,Simmons,122.74,,
93,Phyllis,Foster,76.8,,
94,Norma,Gonzales,71.81,,
95,Paula,Bryant,72.83,,
96,Diana,Alexander,105.73,,
97,Annie,Russell,58.82,,
98,Lillian,Griffin,102.76,,
99,Emily,Diaz,90.77,,
100,Robin,Hayes,101.77,,
101,Peggy,Myers,86.77,,
102,Crystal,Ford,129.7,,
103,Gladys,Hamilton,128.71,,
104,Rita,Graham,77.78,,
105,Dawn,Sullivan,93.78,,
106,Connie,Wallace,95.79,,
107,Florence,Woods,114.72,,
108,Tracy,Cole,126.72,,
109,Edna,West,79.81,,
110,Tiffany,Jordan,49.88,,
111,Carmen,Owens,94.75,,
112,Rosa,Reynolds,129.72,,
113,Cindy,Fisher,111.73,,
114,Grace,Ellis,126.7,,
115,Wendy,Harrison,86.73,,
116,Victoria,Gibson,106.74,,
117,Edith,Mcdonald,69.83,,
118,Kim,Cruz,76.8,,
119,Sherry,Marshall,139.69,,
120,Sylvia,Ortiz,134.7,,
121,Josephine,Gomez,104.75,,
122,Thelma,Murray,120.7,,
123,Shannon,Freeman,97.77,,
124,Sheila,Wells,57.86,,
125,Ethel,Webb,131.69,,
126,Ellen,Simpson,102.75,,
127,Elaine,Stevens,105.78,,
128,Marjorie,Tucker,118.7,,
129,Carrie,Porter,124.66,,
130,Charlotte,Hunter,87.78,,
131,Monica,Hicks,112.73,,
132,Esther,Crawford,95.72,,
133,Pauline,Henry,88.75,,
134,Emma,Boyd,77.81,,
135,Juanita,Mason,100.72,,
136,Anita,Morales,59.86,,
137,Rhonda,Kennedy,191.62,,
138,Hazel,Warren,106.68,,
139,Amber,Dixon,113.73,,
140,Eva,Ramos,83.82,,
141,Debbie,Reyes,127.69,,
142,April,Burns,74.77,,
143,Leslie,Gordon,83.8,,
144,Clara,Shaw,189.6,,
145,Lucille,Holmes,107.73,,
146,Jamie,Rice,126.73,,
147,Joanne,Robertson,125.68,,
148,Eleanor,Hunt,211.55,,
149,Valerie,Black,116.75,,
150,Danielle,Daniels,94.78,,
151,Megan,Palmer,81.75,,
152,Alicia,Mills,73.81,,
153,Suzanne,Nichols,94.76,,
154,Michele,Grant,110.73,,
155,Gail,Knight,106.76,,
156,Bertha,Ferguson,89.77,,
157,Darlene,Rose,107.71,,
158,Veronica,Stone,115.7,,
159,Jill,Hawkins,58.83,,
160,Erin,Dunn,106.73,,
161,Geraldine,Perkins,94.76,,
162,Lauren,Hudson,59.83,,
163,Cathy,Spencer,122.71,,
164,Joann,Gardner,64.85,,
165,Lorraine,Stephens,81.8,,
166,Lynn,Payne,121.73,,
167,Sally,Pierce,108.71,,
168,Regina,Berry,129.68,,
169,Erica,Matthews,86.8,,
170,Beatrice,Arnold,109.77,,
171,Dolores,Wagner,104.75,,
172,Bernice,Willis,133.7,,
173,Audrey,Ray,111.73,,
174,Yvonne,Watkins,81.81,,
175,Annette,Olson,98.76,,
176,June,Carroll,151.68,,
177,Samantha,Duncan,71.77,,
178,Marion,Snyder,194.61,,
179,Dana,Hart,120.74,,
180,Stacy,Cunningham,95.78,,
181,Ana,Bradley,167.67,,
182,Renee,Lane,92.76,,
183,Ida,Andrews,75.78,,
184,Vivian,Ruiz,80.8,,
185,Roberta,Harper,79.8,,
186,Holly,Fox,111.71,,
187,Brittany,Riley,151.73,,
188,Melanie,Armstrong,92.75,,
189,Loretta,Carpenter,87.79,,
190,Yolanda,Weaver,102.75,,
191,Jeanette,Greene,66.82,,
192,Laurie,Lawrence,97.78,,
193,Katie,Elliott,105.77,,
194,Kristen,Chavez,74.84,,
195,Vanessa,Sims,86.81,,
196,Alma,Austin,128.69,,
197,Sue,Peters,133.68,,
198,Elsie,Kelley,124.68,,
199,Beth,Franklin,95.76,,
200,Jeanne,Lawson,126.74,,
201,Vicki,Fields,91.78,,
202,Carla,Gutierrez,103.74,,
203,Tara,Ryan,87.81,,
204,Rosemary,Schmidt,134.69,,
205,Eileen,Carr,80.82,,
206,Terri,Vasquez,126.73,,
207,Gertrude,Castillo,119.72,,
208,Lucy,Wheeler,86.75,,
209,Tonya,Chapman,147.71,,
210,Ella,Oliver,134.7,,
211,Stacey,Montgomery,146.67,,
212,Wilma,Richards,91.8,,
213,Gina,Williamson,110.73,,
214,Kristin,Johnston,103.74,,
215,Jessie,Banks,81.76,,
216,Natalie,Meyer,90.78,,
217,Agnes,Bishop,86.79,,
218,Vera,Mccoy,67.82,,
219,Willie,Howell,100.75,,
220,Charlene,Alvarez,109.75,,
221,Bessie,Morrison,127.73,,
222,Delores,Hansen,71.84,,
223,Melinda,Fernandez,77.84,,
224,Pearl,Garza,76.78,,
225,Arlene,Harvey,111.76,,
226,Maureen,Little,87.79,,
227,Colleen,Burton,78.78,,
228,Allison,Stanley,86.75,,
229,Tamara,Nguyen,93.75,,
230,Joy,George,118.69,,
231,Georgia,Jacobs,88.77,,
232,Constance,Reid,86.77,,
233,Lillie,Kim,89.77,,
234,Claudia,Fuller,106.75,,
235,Jackie,Lynch,89.77,,
236,Marcia,Dean,166.61,,
237,Tanya,Gilbert,138.69,,
238,Nellie,Garrett,86.81,,
239,Minnie,Romero,108.72,,
240,Marlene,Welch,106.77,,
241,Heidi,Larson,110.68,,
242,Glenda,Frazier,128.71,,
243,Lydia,Burke,77.77,,
244,Viola,Hanson,122.7,,
245,Courtney,Day,103.74,,
246,Marian,Mendoza,76.82,,
247,Stella,Moreno,88.81,,
248,Caroline,Bowman,37.87,,
249,Dora,Medina,88.81,,
250,Jo,Fowler,54.85,,
251,Vickie,Brewer,100.75,,
252,Mattie,Hoffman,58.8,,
253,Terry,Carlson,116.74,,
254,Maxine,Silva,107.7,,
255,Irma,Pearson,70.82,,
256,Mabel,Holland,97.75,,
257,Marsha,Douglas,142.66,,
258,Myrtle,Fleming,110.76,,
259,Lena,Jensen,154.7,,
260,Christy,Vargas,113.7,,
261,Deanna,Byrd,90.78,,
262,Patsy,Davidson,114.73,,
263,Hilda,Hopkins,116.73,,
264,Gwendolyn,May,98.75,,
265,Jennie,Terry,132.72,,
266,Nora,Herrera,113.74,,
267,Margie,Wade,142.67,,
268,Nina,Soto,96.79,,
269,Cassandra,Walters,96.79,,
270,Leah,Curtis,75.81,,
271,Penny,Neal,56.84,,
272,Kay,Caldwell,65.87,,
273,Priscilla,Lowe,130.72,,
274,Naomi,Jennings,116.73,,
275,Carole,Barnett,92.75,,
276,Brandy,Graves,94.77,,
277,Olga,Jimenez,108.76,,
278,Billie,Horton,71.79,,
279,Dianne,Shelton,114.76,,
280,Tracey,Barrett,103.77,,
281,Leona,Obrien,32.9,,
282,Jenny,Castro,79.8,,
283,Felicia,Sutton,68.77,,
284,Sonia,Gregory,108.78,,
285,Miriam,Mckinney,117.77,,
286,Velma,Lucas,96.76,,
287,Becky,Miles,80.78,,
288,Bobbie,Craig,52.81,,
289,Violet,Rodriquez,104.76,,
290,Kristina,Chambers,80.78,,
291,Toni,Holt,73.83,,
292,Misty,Lambert,102.78,,
293,Mae,Fletcher,107.79,,
294,Shelly,Watts,105.77,,
295,Daisy,Bates,125.72,,
296,Ramona,Hale,103.77,,
297,Sherri,Rhodes,99.74,,
298,Erika,Pena,78.79,,
299,James,Gannon,84.79,,
300,John,Farnsworth,123.74,,
301,Robert,Baughman,71.85,,
302,Michael,Silverman,113.74,,
303,William,Satterfield,70.81,,
304,David,Royal,79.81,,
305,Richard,Mccrary,87.8,,
306,Charles,Kowalski,119.72,,
307,Joseph,Joy,92.8,,
308,Thomas,Grigsby,81.81,,
309,Christopher,Greco,113.75,,
310,Daniel,Cabral,68.87,,
311,Paul,Trout,80.85,,
312,Mark,Rinehart,81.8,,
313,Donald,Mahon,63.84,,
314,George,Linton,113.71,,
315,Kenneth,Gooden,67.86,,
316,Steven,Curley,80.81,,
317,Edward,Baugh,96.76,,
318,Brian,Wyman,27.93,,
319,Ronald,Weiner,93.79,,
320,Anthony,Schwab,47.85,,
321,Kevin,Schuler,93.83,,
322,Jason,Morrissey,81.81,,
323,Matthew,Mahan,91.75,,
324,Gary,Coy,95.78,,
325,Timothy,Bunn,72.82,,
326,Jose,Andrew,64.82,,
327,Larry,Thrasher,74.81,,
328,Jeffrey,Spear,65.83,,
329,Frank,Waggoner,98.77,,
330,Scott,Shelley,60.82,,
331,Eric,Robert,105.78,,
332,Stephen,Qualls,107.74,,
333,Andrew,Purdy,89.78,,
334,Raymond,Mcwhorter,108.75,,
335,Gregory,Mauldin,73.78,,
336,Joshua,Mark,93.78,,
337,Jerry,Jordon,111.76,,
338,Dennis,Gilman,78.8,,
339,Walter,Perryman,95.76,,
340,Patrick,Newsom,83.77,,
341,Peter,Menard,103.78,,
342,Harold,Martino,130.68,,
343,Douglas,Graf,106.77,,
344,Henry,Billingsley,64.84,,
345,Carl,Artis,104.79,,
346,Arthur,Simpkins,145.7,,
347,Ryan,Salisbury,142.7,,
348,Roger,Quintanilla,144.66,,
349,Joe,Gilliland,133.72,,
350,Juan,Fraley,63.79,,
351,Jack,Foust,87.77,,
352,Albert,Crouse,96.78,,
353,Jonathan,Scarborough,65.83,,
354,Justin,Ngo,125.67,,
355,Terry,Grissom,68.81,,
356,Gerald,Fultz,116.71,,
357,Keith,Rico,80.77,,
358,Samuel,Marlow,75.8,,
359,Willie,Markham,85.78,,
360,Ralph,Madrigal,144.68,,
361,Lawrence,Lawton,89.71,,
362,Nicholas,Barfield,140.69,,
363,Roy,Whiting,139.72,,
364,Benjamin,Varney,89.78,,
365,Bruce,Schwarz,92.79,,
366,Brandon,Huey,145.64,,
367,Adam,Gooch,97.8,,
368,Harry,Arce,139.69,,
369,Fred,Wheat,69.79,,
370,Wayne,Truong,70.81,,
371,Billy,Poulin,123.71,,
372,Steve,Mackenzie,152.68,,
373,Louis,Leone,156.66,,
374,Jeremy,Hurtado,98.75,,
375,Aaron,Selby,88.8,,
376,Randy,Gaither,109.73,,
377,Howard,Fortner,93.74,,
378,Eugene,Culpepper,70.82,,
379,Carlos,Coughlin,96.79,,
380,Russell,Brinson,132.65,,
381,Bobby,Boudreau,99.68,,
382,Victor,Barkley,85.78,,
383,Martin,Bales,93.75,,
384,Ernest,Stepp,77.79,,
385,Phillip,Holm,93.76,,
386,Todd,Tan,109.72,,
387,Jesse,Schilling,79.78,,
388,Craig,Morrell,114.72,,
389,Alan,Kahn,119.75,,
390,Shawn,Heaton,142.69,,
391,Clarence,Gamez,79.75,,
392,Sean,Douglass,91.77,,
393,Philip,Causey,115.71,,
394,Chris,Brothers,77.8,,
395,Johnny,Turpin,57.81,,
396,Earl,Shanks,105.74,,
397,Jimmy,Schrader,104.72,,
398,Antonio,Meek,73.85,,
399,Danny,Isom,73.82,,
400,Bryan,Hardison,105.76,,
401,Tony,Carranza,62.81,,
402,Luis,Yanez,77.81,,
403,Mike,Way,162.67,,
404,Stanley,Scroggins,133.71,,
405,Leonard,Schofield,101.7,,
406,Nathan,Runyon,121.69,,
407,Dale,Ratcliff,104.74,,
408,Manuel,Murrell,103.73,,
409,Rodney,Moeller,97.78,,
410,Curtis,Irby,167.62,,
411,Norman,Currier,73.76,,
412,Allen,Butterfield,74.83,,
413,Marvin,Yee,65.81,,
414,Vincent,Ralston,96.77,,
415,Glenn,Pullen,88.78,,
416,Jeffery,Pinson,113.72,,
417,Travis,Estep,91.78,,
418,Jeff,East,107.7,,
419,Chad,Carbone,86.76,,
420,Jacob,Lance,74.8,,
421,Lee,Hawks,117.75,,
422,Melvin,Ellington,96.75,,
423,Alfred,Casillas,120.74,,
424,Kyle,Spurlock,109.71,,
425,Francis,Sikes,98.75,,
426,Bradley,Motley,125.74,,
427,Jesus,Mccartney,107.77,,
428,Herbert,Kruger,73.81,,
429,Frederick,Isbell,78.84,,
430,Ray,Houle,71.8,,
431,Joel,Francisco,92.78,,
432,Edwin,Burk,93.8,,
433,Don,Bone,113.77,,
434,Eddie,Tomlin,122.74,,
435,Ricky,Shelby,78.77,,
436,Troy,Quigley,126.73,,
437,Randall,Neumann,85.8,,
438,Barry,Lovelace,121.7,,
439,Alexander,Fennell,137.67,,
440,Bernard,Colby,83.79,,
441,Mario,Cheatham,107.73,,
442,Leroy,Bustamante,104.71,,
443,Francisco,Skidmore,93.79,,
444,Marcus,Hidalgo,105.72,,
445,Micheal,Forman,96.76,,
446,Theodore,Culp,109.72,,
447,Clifford,Bowens,109.73,,
448,Miguel,Betancourt,127.73,,
449,Oscar,Aquino,80.83,,
450,Jay,Robb,85.75,,
451,Jim,Rea,121.7,,
452,Tom,Milner,99.71,,
453,Calvin,Martel,111.77,,
454,Alex,Gresham,143.68,,
455,Jon,Wiles,85.78,,
456,Ronnie,Ricketts,95.76,,
457,Bill,Gavin,106.73,,
458,Lloyd,Dowd,66.81,,
459,Tommy,Collazo,183.63,,
460,Leon,Bostic,97.79,,
461,Derek,Blakely,90.73,,
462,Warren,Sherrod,152.69,,
463,Darrell,Power,89.76,,
464,Jerome,Kenyon,67.86,,
465,Floyd,Gandy,68.84,,
466,Leo,Ebert,101.78,,
467,Alvin,Deloach,134.72,,
468,Tim,Cary,154.66,,
469,Wesley,Bull,158.65,,
470,Gordon,Allard,157.69,,
471,Dean,Sauer,106.74,,
472,Greg,Robins,131.74,,
473,Jorge,Olivares,122.69,,
474,Dustin,Gillette,92.75,,
475,Pedro,Chestnut,97.78,,
476,Derrick,Bourque,87.8,,
477,Dan,Paine,106.79,,
478,Lewis,Lyman,86.81,,
479,Zachary,Hite,134.71,,
480,Corey,Hauser,83.81,,
481,Herman,Devore,109.72,,
482,Maurice,Crawley,125.74,,
483,Vernon,Chapa,81.83,,
484,Roberto,Vu,128.73,,
485,Clyde,Tobias,112.72,,
486,Glen,Talbert,100.77,,
487,Hector,Poindexter,119.74,,
488,Shane,Millard,95.78,,
489,Ricardo,Meador,91.81,,
490,Sam,Mcduffie,105.78,,
491,Rick,Mattox,120.75,,
492,Lester,Kraus,62.85,,
493,Brent,Harkins,104.78,,
494,Ramon,Choate,135.7,,
495,Charlie,Bess,110.76,,
496,Tyler,Wren,82.81,,
497,Gilbert,Sledge,121.73,,
498,Gene,Sanborn,82.76,,
499,Marc,Outlaw,120.71,,
500,Reginald,Kinder,96.75,,
501,Ruben,Geary,86.81,,
502,Brett,Cornwell,130.7,,
503,Angel,Barclay,99.72,,
504,Nathaniel,Adam,117.75,,
505,Rafael,Abney,91.81,,
506,Leslie,Seward,123.72,,
507,Edgar,Rhoads,89.77,,
508,Milton,Howland,121.77,,
509,Raul,Fortier,86.82,,
510,Ben,Easter,102.77,,
511,Chester,Benner,92.78,,
512,Cecil,Vines,115.74,,
513,Duane,Tubbs,143.7,,
514,Franklin,Troutman,69.79,,
515,Andre,Rapp,110.74,,
516,Elmer,Noe,92.76,,
517,Brad,Mccurdy,100.76,,
518,Gabriel,Harder,108.75,,
519,Ron,Deluca,99.78,,
520,Mitchell,Westmoreland,127.69,,
521,Roland,South,80.77,,
522,Arnold,Havens,161.68,,
523,Harvey,Guajardo,87.8,,
524,Jared,Ely,81.83,,
525,Adrian,Clary,68.82,,
526,Karl,Seal,208.58,,
527,Cory,Meehan,81.76,,
528,Claude,Herzog,93.8,,
529,Erik,Guillen,115.72,,
530,Darryl,Ashcraft,75.78,,
531,Jamie,Waugh,110.77,,
532,Neil,Renner,149.69,,
533,Jessie,Milam,132.7,,
534,Christian,Jung,81.78,,
535,Javier,Elrod,122.72,,
536,Fernando,Churchill,109.77,,
537,Clinton,Buford,98.76,,
538,Ted,Breaux,109.73,,
539,Mathew,Bolin,84.8,,
540,Tyrone,Asher,112.76,,
541,Darren,Windham,95.78,,
542,Lonnie,Tirado,84.84,,
543,Lance,Pemberton,73.8,,
544,Cody,Nolen,92.8,,
545,Julio,Noland,84.81,,
546,Kelly,Knott,94.76,,
547,Kurt,Emmons,87.8,,
548,Allan,Cornish,63.84,,
549,Nelson,Christenson,62.84,,
550,Guy,Brownlee,151.69,,
551,Clayton,Barbee,75.79,,
552,Hugh,Waldrop,89.8,,
553,Max,Pitt,102.77,,
554,Dwayne,Olvera,95.8,,
555,Dwight,Lombardi,74.83,,
556,Armando,Gruber,72.82,,
557,Felix,Gaffney,63.78,,
558,Jimmie,Eggleston,135.72,,
559,Everett,Banda,110.72,,
560,Jordan,Archuleta,129.71,,
561,Ian,Still,86.75,,
562,Wallace,Slone,97.78,,
563,Ken,Prewitt,99.73,,
564,Bob,Pfeiffer,82.78,,
565,Jaime,Nettles,118.73,,
566,Casey,Mena,130.68,,
567,Alfredo,Mcadams,85.8,,
568,Alberto,Henning,66.79,,
569,Dave,Gardiner,113.73,,
570,Ivan,Cromwell,91.75,,
571,Johnnie,Chisholm,107.78,,
572,Sidney,Burleson,100.76,,
573,Byron,Box,117.72,,
574,Julian,Vest,108.73,,
575,Isaac,Oglesby,109.76,,
576,Morris,Mccarter,135.68,,
577,Clifton,Malcolm,111.74,,
578,Willard,Lumpkin,95.79,,
579,Daryl,Larue,111.73,,
580,Ross,Grey,98.74,,
581,Virgil,Wofford,97.75,,
582,Andy,Vanhorn,112.76,,
583,Marshall,Thorn,117.77,,
584,Salvador,Teel,114.73,,
585,Perry,Swafford,117.76,,
586,Kirk,Stclair,50.83,,
587,Sergio,Stanfield,102.76,,
588,Marion,Ocampo,107.73,,
589,Tracy,Herrmann,118.75,,
590,Seth,Hannon,108.76,,
591,Kent,Arsenault,134.73,,
592,Terrance,Roush,111.71,,
593,Rene,Mcalister,101.76,,
594,Eduardo,Hiatt,108.77,,
595,Terrence,Gunderson,110.71,,
596,Enrique,Forsythe,73.78,,
597,Freddie,Duggan,87.77,,
598,Wade,Delvalle,83.78,,
599,Austin,Cintron,78.82,,
